run_id,replicate,analysis_branch,feature_set,model_key,fold,n_train,n_test,n_features,accuracy,f1,precision,sensitivity,specificity,mcc,tp,tn,fp,fn,test_pos,test_neg,auroc,auprc
PILOT-R07-R09-core_plus_sensitivity-CKSAAP_k1-logistic_regression_l2-F4,R09,core_plus_sensitivity,CKSAAP_k1,logistic_regression_l2,4,133,44,400,0.7272727272727273,0.8125,0.9285714285714286,0.7222222222222222,0.75,0.3786200927092679,26,6,2,10,36,8,0.6805555555555555,0.8521678446143842
PILOT-R07-R10-core_plus_sensitivity-CKSAAP_k1-logistic_regression_l2-F1,R10,core_plus_sensitivity,CKSAAP_k1,logistic_regression_l2,1,132,45,400,0.7555555555555555,0.8533333333333334,0.8421052631578947,0.8648648648648649,0.25,0.12116920074132286,32,2,6,5,37,8,0.7060810810810811,0.9041846991102969
PILOT-R07-R10-core_plus_sensitivity-CKSAAP_k1-logistic_regression_l2-F2,R10,core_plus_sensitivity,CKSAAP_k1,logistic_regression_l2,2,133,44,400,0.75,0.8307692307692308,0.9310344827586207,0.75,0.75,0.4068381021724862,27,6,2,9,36,8,0.7256944444444444,0.8850483415495688
PILOT-R07-R10-core_plus_sensitivity-CKSAAP_k1-logistic_regression_l2-F3,R10,core_plus_sensitivity,CKSAAP_k1,logistic_regression_l2,3,133,44,400,0.6590909090909091,0.782608695652174,0.8181818181818182,0.75,0.25,0.0,27,2,6,9,36,8,0.47916666666666663,0.8035502650687874
PILOT-R07-R10-core_plus_sensitivity-CKSAAP_k1-logistic_regression_l2-F4,R10,core_plus_sensitivity,CKSAAP_k1,logistic_regression_l2,4,133,44,400,0.7045454545454546,0.7868852459016393,0.96,0.6666666666666666,0.875,0.42177569493998257,24,7,1,12,36,8,0.8541666666666667,0.9657012854861668
PILOT-R07-R01-core_only-CKSAAP_k1-linear_svm-F1,R01,core_only,CKSAAP_k1,linear_svm,1,129,45,400,0.7777777777777778,0.8529411764705882,0.9354838709677419,0.7837837837837838,0.75,0.44082515274716033,29,6,2,8,37,8,0.7162162162162162,0.8910547145741659
PILOT-R07-R01-core_only-CKSAAP_k1-linear_svm-F2,R01,core_only,CKSAAP_k1,linear_svm,2,131,43,400,0.813953488372093,0.8823529411764706,0.9375,0.8333333333333334,0.7142857142857143,0.46334820431459367,30,5,2,6,36,7,0.75,0.9110563257068214
PILOT-R07-R01-core_only-CKSAAP_k1-linear_svm-F3,R01,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.6976744186046512,0.8059701492537313,0.8709677419354839,0.75,0.42857142857142855,0.14697408781305385,27,3,4,9,36,7,0.6468253968253967,0.8897367183825055
PILOT-R07-R01-core_only-CKSAAP_k1-linear_svm-F4,R01,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.8837209302325582,0.9295774647887324,0.9428571428571428,0.9166666666666666,0.7142857142857143,0.598573985674729,33,5,2,3,36,7,0.865079365079365,0.966185220355581
PILOT-R07-R02-core_only-CKSAAP_k1-linear_svm-F1,R02,core_only,CKSAAP_k1,linear_svm,1,130,44,400,0.8636363636363636,0.9166666666666666,0.9428571428571428,0.8918918918918919,0.7142857142857143,0.5496604555653705,33,5,2,4,37,7,0.7335907335907336,0.9062663895239331
PILOT-R07-R02-core_only-CKSAAP_k1-linear_svm-F2,R02,core_only,CKSAAP_k1,linear_svm,2,130,44,400,0.8181818181818182,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.5,0.3888888888888889,32,4,4,4,36,8,0.6145833333333333,0.8130115255564693
PILOT-R07-R02-core_only-CKSAAP_k1-linear_svm-F3,R02,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.8372093023255814,0.9014084507042254,0.9142857142857143,0.8888888888888888,0.5714285714285714,0.4366954864042048,32,4,3,4,36,7,0.8214285714285714,0.9601449705763306
PILOT-R07-R02-core_only-CKSAAP_k1-linear_svm-F4,R02,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.7674418604651163,0.8484848484848485,0.9333333333333333,0.7777777777777778,0.7142857142857143,0.39553881788132556,28,5,2,8,36,7,0.8928571428571428,0.9774674033586565
PILOT-R07-R03-core_only-CKSAAP_k1-linear_svm-F1,R03,core_only,CKSAAP_k1,linear_svm,1,130,44,400,0.8181818181818182,0.8918918918918919,0.8918918918918919,0.8918918918918919,0.42857142857142855,0.3204633204633205,33,3,4,4,37,7,0.4942084942084942,0.8252361600805007
PILOT-R07-R03-core_only-CKSAAP_k1-linear_svm-F2,R03,core_only,CKSAAP_k1,linear_svm,2,130,44,400,0.8409090909090909,0.9041095890410958,0.8918918918918919,0.9166666666666666,0.5,0.4393747751637468,33,4,4,3,36,8,0.7395833333333334,0.8989784360801567
PILOT-R07-R03-core_only-CKSAAP_k1-linear_svm-F3,R03,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.8604651162790697,0.9142857142857143,0.9411764705882353,0.8888888888888888,0.7142857142857143,0.5473720332218277,32,5,2,4,36,7,0.8928571428571428,0.9805760436727244
PILOT-R07-R03-core_only-CKSAAP_k1-linear_svm-F4,R03,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.7674418604651163,0.8529411764705882,0.90625,0.8055555555555556,0.5714285714285714,0.31897158992671304,29,4,3,7,36,7,0.6785714285714286,0.9224466175716807
PILOT-R07-R04-core_only-CKSAAP_k1-linear_svm-F1,R04,core_only,CKSAAP_k1,linear_svm,1,130,44,400,0.7272727272727273,0.8285714285714286,0.8787878787878788,0.7837837837837838,0.42857142857142855,0.17937400083354382,29,3,4,8,37,7,0.6795366795366795,0.9212832044101782
PILOT-R07-R04-core_only-CKSAAP_k1-linear_svm-F2,R04,core_only,CKSAAP_k1,linear_svm,2,130,44,400,0.7727272727272727,0.8484848484848485,0.9333333333333333,0.7777777777777778,0.75,0.43704152091682436,28,6,2,8,36,8,0.8576388888888888,0.9685099810384469
PILOT-R07-R04-core_only-CKSAAP_k1-linear_svm-F3,R04,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.7674418604651163,0.8571428571428571,0.8823529411764706,0.8333333333333334,0.42857142857142855,0.2376746986357936,30,3,4,6,36,7,0.7063492063492063,0.9302020919183299
PILOT-R07-R04-core_only-CKSAAP_k1-linear_svm-F4,R04,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.7906976744186046,0.8695652173913043,0.9090909090909091,0.8333333333333334,0.5714285714285714,0.35370641089500354,30,4,3,6,36,7,0.6626984126984127,0.8672200653231662
PILOT-R07-R05-core_only-CKSAAP_k1-linear_svm-F1,R05,core_only,CKSAAP_k1,linear_svm,1,130,44,400,0.8181818181818182,0.8857142857142857,0.9393939393939394,0.8378378378378378,0.7142857142857143,0.46637240216721393,31,5,2,6,37,7,0.8378378378378377,0.9543747226950132
PILOT-R07-R05-core_only-CKSAAP_k1-linear_svm-F2,R05,core_only,CKSAAP_k1,linear_svm,2,130,44,400,0.7272727272727273,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.25,0.08333333333333333,30,2,6,6,36,8,0.6319444444444444,0.9055440840203249
PILOT-R07-R05-core_only-CKSAAP_k1-linear_svm-F3,R05,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.6976744186046512,0.8115942028985508,0.8484848484848485,0.7777777777777778,0.2857142857142857,0.055483358571765264,28,2,5,8,36,7,0.6865079365079366,0.9341618066277625
PILOT-R07-R05-core_only-CKSAAP_k1-linear_svm-F4,R05,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.6976744186046512,0.8059701492537313,0.8709677419354839,0.75,0.42857142857142855,0.14697408781305385,27,3,4,9,36,7,0.6309523809523809,0.8897585841429804
PILOT-R07-R06-core_only-CKSAAP_k1-linear_svm-F1,R06,core_only,CKSAAP_k1,linear_svm,1,130,44,400,0.8636363636363636,0.918918918918919,0.918918918918919,0.918918918918919,0.5714285714285714,0.49034749034749037,34,4,3,3,37,7,0.6756756756756757,0.8725405205828594
PILOT-R07-R06-core_only-CKSAAP_k1-linear_svm-F2,R06,core_only,CKSAAP_k1,linear_svm,2,130,44,400,0.75,0.835820895522388,0.9032258064516129,0.7777777777777778,0.625,0.3404938109435677,28,5,3,8,36,8,0.75,0.8797157286417044
PILOT-R07-R06-core_only-CKSAAP_k1-linear_svm-F3,R06,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.8604651162790697,0.918918918918919,0.8947368421052632,0.9444444444444444,0.42857142857142855,0.4295866560672141,34,3,4,2,36,7,0.7023809523809524,0.9040299348643882
PILOT-R07-R06-core_only-CKSAAP_k1-linear_svm-F4,R06,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.7906976744186046,0.8695652173913043,0.9090909090909091,0.8333333333333334,0.5714285714285714,0.35370641089500354,30,4,3,6,36,7,0.7738095238095238,0.9486602402487726
PILOT-R07-R07-core_only-CKSAAP_k1-linear_svm-F1,R07,core_only,CKSAAP_k1,linear_svm,1,130,44,400,0.8636363636363636,0.9142857142857143,0.9696969696969697,0.8648648648648649,0.8571428571428571,0.609871602834049,32,6,1,5,37,7,0.9459459459459458,0.9904843787196727
PILOT-R07-R07-core_only-CKSAAP_k1-linear_svm-F2,R07,core_only,CKSAAP_k1,linear_svm,2,130,44,400,0.75,0.8450704225352113,0.8571428571428571,0.8333333333333334,0.375,0.19920476822239894,30,3,5,6,36,8,0.5798611111111112,0.8308961840282509
PILOT-R07-R07-core_only-CKSAAP_k1-linear_svm-F3,R07,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.7674418604651163,0.8529411764705882,0.90625,0.8055555555555556,0.5714285714285714,0.31897158992671304,29,4,3,7,36,7,0.7658730158730159,0.9522065890605628
PILOT-R07-R07-core_only-CKSAAP_k1-linear_svm-F4,R07,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.9302325581395349,0.958904109589041,0.9459459459459459,0.9722222222222222,0.7142857142857143,0.7314242339309042,35,5,2,1,36,7,0.9007936507936507,0.9771429831258313
PILOT-R07-R08-core_only-CKSAAP_k1-linear_svm-F1,R08,core_only,CKSAAP_k1,linear_svm,1,130,44,400,0.7272727272727273,0.8235294117647058,0.9032258064516129,0.7567567567567568,0.5714285714285714,0.26309737838023606,28,4,3,9,37,7,0.61003861003861,0.8479069206296451
PILOT-R07-R08-core_only-CKSAAP_k1-linear_svm-F2,R08,core_only,CKSAAP_k1,linear_svm,2,130,44,400,0.75,0.8307692307692308,0.9310344827586207,0.75,0.75,0.4068381021724862,27,6,2,9,36,8,0.7430555555555556,0.9325957874936548
PILOT-R07-R08-core_only-CKSAAP_k1-linear_svm-F3,R08,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.813953488372093,0.8918918918918919,0.868421052631579,0.9166666666666666,0.2857142857142857,0.23307361127050977,33,2,5,3,36,7,0.5833333333333333,0.8805285135414865
PILOT-R07-R08-core_only-CKSAAP_k1-linear_svm-F4,R08,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.6511627906976745,0.7761194029850746,0.8387096774193549,0.7222222222222222,0.2857142857142857,0.006532181680580171,26,2,5,10,36,7,0.6706349206349207,0.9334143222637781
PILOT-R07-R09-core_only-CKSAAP_k1-linear_svm-F1,R09,core_only,CKSAAP_k1,linear_svm,1,130,44,400,0.7727272727272727,0.8529411764705882,0.9354838709677419,0.7837837837837838,0.7142857142857143,0.3992889624829465,29,5,2,8,37,7,0.7374517374517375,0.9011044090063594
PILOT-R07-R09-core_only-CKSAAP_k1-linear_svm-F2,R09,core_only,CKSAAP_k1,linear_svm,2,130,44,400,0.7727272727272727,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.375,0.2361111111111111,31,3,5,5,36,8,0.65625,0.8997702427885901
PILOT-R07-R09-core_only-CKSAAP_k1-linear_svm-F3,R09,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.7906976744186046,0.8656716417910447,0.9354838709677419,0.8055555555555556,0.7142857142857143,0.42785790007800123,29,5,2,7,36,7,0.8174603174603174,0.9568966000874936
PILOT-R07-R09-core_only-CKSAAP_k1-linear_svm-F4,R09,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.6046511627906976,0.7301587301587301,0.8518518518518519,0.6388888888888888,0.42857142857142855,0.05152366852794264,23,3,4,13,36,7,0.5793650793650793,0.8400291059728753
PILOT-R07-R10-core_only-CKSAAP_k1-linear_svm-F1,R10,core_only,CKSAAP_k1,linear_svm,1,130,44,400,0.7727272727272727,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.2857142857142857,0.15057915057915058,32,2,5,5,37,7,0.6795366795366796,0.9012265174781329
PILOT-R07-R10-core_only-CKSAAP_k1-linear_svm-F2,R10,core_only,CKSAAP_k1,linear_svm,2,130,44,400,0.7954545454545454,0.8656716417910447,0.9354838709677419,0.8055555555555556,0.75,0.46964663578423127,29,6,2,7,36,8,0.6944444444444445,0.8632773072514248
PILOT-R07-R10-core_only-CKSAAP_k1-linear_svm-F3,R10,core_only,CKSAAP_k1,linear_svm,3,131,43,400,0.6976744186046512,0.8115942028985508,0.8484848484848485,0.7777777777777778,0.2857142857142857,0.055483358571765264,28,2,5,8,36,7,0.4920634920634921,0.8234584084471441
PILOT-R07-R10-core_only-CKSAAP_k1-linear_svm-F4,R10,core_only,CKSAAP_k1,linear_svm,4,131,43,400,0.6744186046511628,0.78125,0.8928571428571429,0.6944444444444444,0.5714285714285714,0.20594435253642612,25,4,3,11,36,7,0.6865079365079365,0.905221683905754
PILOT-R07-R01-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R01,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.7777777777777778,0.8571428571428571,0.9090909090909091,0.8108108108108109,0.625,0.3767873050126201,30,5,3,7,37,8,0.7601351351351352,0.9266362837173812
PILOT-R07-R01-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R01,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.7727272727272727,0.8529411764705882,0.90625,0.8055555555555556,0.625,0.3728720488516333,29,5,3,7,36,8,0.673611111111111,0.8625968686943023
PILOT-R07-R01-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R01,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.7045454545454546,0.8115942028985508,0.8484848484848485,0.7777777777777778,0.375,0.13608276348795434,28,3,5,8,36,8,0.65625,0.8848200989768903
PILOT-R07-R01-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R01,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.8636363636363636,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.625,0.5416666666666666,33,5,3,3,36,8,0.84375,0.9575138181371716
PILOT-R07-R02-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R02,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.8222222222222222,0.8857142857142857,0.9393939393939394,0.8378378378378378,0.75,0.5082247369937667,31,6,2,6,37,8,0.7567567567567568,0.9028772445273912
PILOT-R07-R02-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R02,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.8409090909090909,0.9041095890410958,0.8918918918918919,0.9166666666666666,0.5,0.4393747751637468,33,4,4,3,36,8,0.6215277777777778,0.8314372923929947
PILOT-R07-R02-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R02,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.7954545454545454,0.8732394366197183,0.8857142857142857,0.8611111111111112,0.5,0.34528826491882486,31,4,4,5,36,8,0.7465277777777777,0.9313299332832751
PILOT-R07-R02-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R02,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.75,0.8307692307692308,0.9310344827586207,0.75,0.75,0.4068381021724862,27,6,2,9,36,8,0.8611111111111112,0.968405169575772
PILOT-R07-R03-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R03,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.8,0.88,0.868421052631579,0.8918918918918919,0.375,0.28154020172248545,33,3,5,4,37,8,0.5337837837837838,0.8048362915911356
PILOT-R07-R03-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R03,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.8409090909090909,0.9041095890410958,0.8918918918918919,0.9166666666666666,0.5,0.4393747751637468,33,4,4,3,36,8,0.7395833333333334,0.8993406842932821
PILOT-R07-R03-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R03,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.8636363636363636,0.9142857142857143,0.9411764705882353,0.8888888888888888,0.75,0.5880064914496507,32,6,2,4,36,8,0.8472222222222222,0.9619834574806039
PILOT-R07-R03-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R03,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.7954545454545454,0.8695652173913043,0.9090909090909091,0.8333333333333334,0.625,0.408248290463863,30,5,3,6,36,8,0.7118055555555556,0.9239629882781281
PILOT-R07-R04-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R04,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.7333333333333333,0.8285714285714286,0.8787878787878788,0.7837837837837838,0.5,0.24534987303147354,29,4,4,8,37,8,0.7567567567567567,0.9403893365022435
PILOT-R07-R04-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R04,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.7045454545454546,0.7936507936507936,0.9259259259259259,0.6944444444444444,0.75,0.35205245972503973,25,6,2,11,36,8,0.8298611111111112,0.9618003220603352
PILOT-R07-R04-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R04,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.8181818181818182,0.8857142857142857,0.9117647058823529,0.8611111111111112,0.625,0.44739624349429946,31,5,3,5,36,8,0.7256944444444444,0.9270871098649793
PILOT-R07-R04-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R04,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.7954545454545454,0.8695652173913043,0.9090909090909091,0.8333333333333334,0.625,0.408248290463863,30,5,3,6,36,8,0.704861111111111,0.8832015280742985
PILOT-R07-R05-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R05,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.7777777777777778,0.8571428571428571,0.9090909090909091,0.8108108108108109,0.625,0.3767873050126201,30,5,3,7,37,8,0.8006756756756757,0.9460117203039544
PILOT-R07-R05-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R05,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.7045454545454546,0.8115942028985508,0.8484848484848485,0.7777777777777778,0.375,0.13608276348795434,28,3,5,8,36,8,0.6909722222222222,0.9194925879773197
PILOT-R07-R05-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R05,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.6818181818181818,0.8,0.8235294117647058,0.7777777777777778,0.25,0.025565499628245683,28,2,6,8,36,8,0.65625,0.9189748005850027
PILOT-R07-R05-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R05,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.6590909090909091,0.7761194029850746,0.8387096774193549,0.7222222222222222,0.375,0.08218816126224048,26,3,5,10,36,8,0.6388888888888888,0.890565132706083
PILOT-R07-R06-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R06,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.8444444444444444,0.9014084507042254,0.9411764705882353,0.8648648648648649,0.75,0.5470030291672947,32,6,2,5,37,8,0.7533783783783784,0.9000804048884463
PILOT-R07-R06-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R06,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.7045454545454546,0.8,0.896551724137931,0.7222222222222222,0.625,0.2825264598420043,26,5,3,10,36,8,0.7708333333333333,0.88840053457345
PILOT-R07-R06-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R06,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.8181818181818182,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.5,0.3888888888888889,32,4,4,4,36,8,0.6805555555555556,0.8806244343111486
PILOT-R07-R06-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R06,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.7045454545454546,0.8,0.896551724137931,0.7222222222222222,0.625,0.2825264598420043,26,5,3,10,36,8,0.795138888888889,0.9525020186074595
PILOT-R07-R07-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R07,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.8888888888888888,0.9295774647887324,0.9705882352941176,0.8918918918918919,0.875,0.682251030884483,33,7,1,4,37,8,0.9425675675675677,0.9878134009858881
PILOT-R07-R07-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R07,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.75,0.8450704225352113,0.8571428571428571,0.8333333333333334,0.375,0.19920476822239894,30,3,5,6,36,8,0.5694444444444444,0.8378070903876867
PILOT-R07-R07-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R07,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.7727272727272727,0.8529411764705882,0.90625,0.8055555555555556,0.625,0.3728720488516333,29,5,3,7,36,8,0.7951388888888888,0.9545136590858656
PILOT-R07-R07-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R07,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.8863636363636364,0.9315068493150684,0.918918918918919,0.9444444444444444,0.625,0.6004788593904539,34,5,3,2,36,8,0.8263888888888888,0.9518204935880202
PILOT-R07-R08-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R08,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.7333333333333333,0.8235294117647058,0.9032258064516129,0.7567567567567568,0.625,0.31527368519258936,28,5,3,9,37,8,0.6587837837837838,0.8604237217124661
PILOT-R07-R08-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R08,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.7272727272727273,0.8125,0.9285714285714286,0.7222222222222222,0.75,0.3786200927092679,26,6,2,10,36,8,0.7256944444444444,0.9298701455510271
PILOT-R07-R08-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R08,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.8181818181818182,0.8918918918918919,0.868421052631579,0.9166666666666666,0.375,0.3278050340535929,33,3,5,3,36,8,0.6111111111111112,0.8637779481326695
PILOT-R07-R08-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R08,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.6363636363636364,0.7575757575757576,0.8333333333333334,0.6944444444444444,0.375,0.05750546327852952,25,3,5,11,36,8,0.6701388888888888,0.923605474668828
PILOT-R07-R09-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R09,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.7777777777777778,0.8529411764705882,0.9354838709677419,0.7837837837837838,0.75,0.44082515274716033,29,6,2,8,37,8,0.7567567567567568,0.9147921905551852
PILOT-R07-R09-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R09,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.75,0.8493150684931506,0.8378378378378378,0.8611111111111112,0.25,0.11716660671033247,31,2,6,5,36,8,0.6388888888888888,0.8965404592514754
PILOT-R07-R09-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R09,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.7727272727272727,0.8529411764705882,0.90625,0.8055555555555556,0.625,0.3728720488516333,29,5,3,7,36,8,0.78125,0.9428226965737003
PILOT-R07-R09-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R09,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.6363636363636364,0.75,0.8571428571428571,0.6666666666666666,0.5,0.1336306209562122,24,4,4,12,36,8,0.6145833333333333,0.8362021234489766
PILOT-R07-R10-core_plus_sensitivity-CKSAAP_k1-linear_svm-F1,R10,core_plus_sensitivity,CKSAAP_k1,linear_svm,1,132,45,400,0.7555555555555555,0.8533333333333334,0.8421052631578947,0.8648648648648649,0.25,0.12116920074132286,32,2,6,5,37,8,0.6452702702702702,0.8834487347965398
PILOT-R07-R10-core_plus_sensitivity-CKSAAP_k1-linear_svm-F2,R10,core_plus_sensitivity,CKSAAP_k1,linear_svm,2,133,44,400,0.7954545454545454,0.8656716417910447,0.9354838709677419,0.8055555555555556,0.75,0.46964663578423127,29,6,2,7,36,8,0.7083333333333334,0.8669962179775479
PILOT-R07-R10-core_plus_sensitivity-CKSAAP_k1-linear_svm-F3,R10,core_plus_sensitivity,CKSAAP_k1,linear_svm,3,133,44,400,0.6818181818181818,0.8,0.8235294117647058,0.7777777777777778,0.25,0.025565499628245683,28,2,6,8,36,8,0.4895833333333333,0.8119221814148374
PILOT-R07-R10-core_plus_sensitivity-CKSAAP_k1-linear_svm-F4,R10,core_plus_sensitivity,CKSAAP_k1,linear_svm,4,133,44,400,0.6590909090909091,0.7619047619047619,0.8888888888888888,0.6666666666666666,0.625,0.23103442669455732,24,5,3,12,36,8,0.6805555555555555,0.8903636205799265
